Id;Batch;Instance;algo;vertices;layer;fan;disRate;percNeg;cpMult;Vertices;Edges;Diameter;Max in degree;Min in degree;Max out degree;Min out degree;Negative activities;Deadline;Last task Early Finish;effort;NPV
185;16-6-4-25-25-1;dg10.tpf;HS;16;6;4;25;25;1;18;47;6;6;1;4;1;72,22222222;74;37;315;19,29
186;16-6-4-25-25-1;dg10.tpf;RS;16;6;4;25;25;1;18;47;6;6;1;4;1;72,22222222;74;37;695;19,29
187;16-6-4-25-25-1;dg2.tpf;SAA;16;6;4;25;25;1;18;49;6;4;1;4;1;61,11111111;98;49;293;62,42
188;16-6-4-25-25-1;dg2.tpf;HS;16;6;4;25;25;1;18;49;6;4;1;4;1;61,11111111;98;49;224;62,42
189;16-6-4-25-25-1;dg2.tpf;RS;16;6;4;25;25;1;18;49;6;4;1;4;1;61,11111111;98;49;1037;62,42
190;16-6-4-25-25-1;dg3.tpf;SAA;16;6;4;25;25;1;18;47;6;4;1;4;1;61,11111111;102;51;257;87,73
191;16-6-4-25-25-1;dg3.tpf;HS;16;6;4;25;25;1;18;47;6;4;1;4;1;61,11111111;102;51;207;87,73
192;16-6-4-25-25-1;dg3.tpf;RS;16;6;4;25;25;1;18;47;6;4;1;4;1;61,11111111;102;51;1019;87,73
193;16-6-4-25-25-1;dg4.tpf;SAA;16;6;4;25;25;1;18;43;7;4;1;4;1;61,11111111;94;47;428;48,22
194;16-6-4-25-25-1;dg4.tpf;HS;16;6;4;25;25;1;18;43;7;4;1;4;1;61,11111111;94;47;291;48,22
195;16-6-4-25-25-1;dg4.tpf;RS;16;6;4;25;25;1;18;43;7;4;1;4;1;61,11111111;94;47;665;48,22
196;16-6-4-25-25-1;dg5.tpf;SAA;16;6;4;25;25;1;18;47;6;6;1;4;1;66,66666667;80;40;327;84,3
197;16-6-4-25-25-1;dg5.tpf;HS;16;6;4;25;25;1;18;47;6;6;1;4;1;66,66666667;80;40;248;84,3
198;16-6-4-25-25-1;dg5.tpf;RS;16;6;4;25;25;1;18;47;6;6;1;4;1;66,66666667;80;40;799;84,3
199;16-6-4-25-25-1;dg6.tpf;SAA;16;6;4;25;25;1;18;48;6;4;1;4;1;77,77777778;88;44;436;31,59
200;16-6-4-25-25-1;dg6.tpf;HS;16;6;4;25;25;1;18;48;6;4;1;4;1;77,77777778;88;44;371;31,59
201;16-6-4-25-25-1;dg6.tpf;RS;16;6;4;25;25;1;18;48;6;4;1;4;1;77,77777778;88;44;1621;31,59
202;16-6-4-25-25-1;dg7.tpf;SAA;16;6;4;25;25;1;18;48;6;5;1;4;1;77,77777778;96;48;326;-7,81
203;16-6-4-25-25-1;dg7.tpf;HS;16;6;4;25;25;1;18;48;6;5;1;4;1;77,77777778;96;48;280;-7,81
204;16-6-4-25-25-1;dg7.tpf;RS;16;6;4;25;25;1;18;48;6;5;1;4;1;77,77777778;96;48;1571;-7,81
205;16-6-4-25-25-1;dg8.tpf;SAA;16;6;4;25;25;1;18;50;6;4;1;4;1;66,66666667;78;39;253;54,13
206;16-6-4-25-25-1;dg8.tpf;HS;16;6;4;25;25;1;18;50;6;4;1;4;1;66,66666667;78;39;208;54,13
207;16-6-4-25-25-1;dg8.tpf;RS;16;6;4;25;25;1;18;50;6;4;1;4;1;66,66666667;78;39;325;54,13
208;16-6-4-25-25-1;dg9.tpf;SAA;16;6;4;25;25;1;18;47;7;4;1;4;1;72,22222222;104;52;310;38
209;16-6-4-25-25-1;dg9.tpf;HS;16;6;4;25;25;1;18;47;7;4;1;4;1;72,22222222;104;52;239;38
210;16-6-4-25-25-1;dg9.tpf;RS;16;6;4;25;25;1;18;47;7;4;1;4;1;72,22222222;104;52;1586;38
211;16-6-4-25-50-1;dg1.tpf;SAA;16;6;4;25;50;1;18;48;7;4;1;4;1;44,44444444;104;52;168;39,66
212;16-6-4-25-50-1;dg1.tpf;HS;16;6;4;25;50;1;18;48;7;4;1;4;1;44,44444444;104;52;73;39,66
213;16-6-4-25-50-1;dg1.tpf;RS;16;6;4;25;50;1;18;48;7;4;1;4;1;44,44444444;104;52;365;39,66
214;16-6-4-25-50-1;dg10.tpf;SAA;16;6;4;25;50;1;18;46;7;5;1;4;1;44,44444444;102;51;141;33,58
215;16-6-4-25-50-1;dg10.tpf;HS;16;6;4;25;50;1;18;46;7;5;1;4;1;44,44444444;102;51;91;33,58
216;16-6-4-25-50-1;dg10.tpf;RS;16;6;4;25;50;1;18;46;7;5;1;4;1;44,44444444;102;51;951;33,58
217;16-6-4-25-50-1;dg2.tpf;SAA;16;6;4;25;50;1;18;49;6;4;1;5;1;38,88888889;78;39;188;43,68
218;16-6-4-25-50-1;dg2.tpf;HS;16;6;4;25;50;1;18;49;6;4;1;5;1;38,88888889;78;39;111;43,68
219;16-6-4-25-50-1;dg2.tpf;RS;16;6;4;25;50;1;18;49;6;4;1;5;1;38,88888889;78;39;146;43,68
220;16-6-4-25-50-1;dg3.tpf;SAA;16;6;4;25;50;1;18;45;6;5;1;6;1;50;72;36;160;67,85
221;16-6-4-25-50-1;dg3.tpf;HS;16;6;4;25;50;1;18;45;6;5;1;6;1;50;72;36;113;67,85
222;16-6-4-25-50-1;dg3.tpf;RS;16;6;4;25;50;1;18;45;6;5;1;6;1;50;72;36;213;67,85
223;16-6-4-25-50-1;dg4.tpf;SAA;16;6;4;25;50;1;18;41;7;4;1;4;1;38,88888889;72;36;130;99,92
224;16-6-4-25-50-1;dg4.tpf;HS;16;6;4;25;50;1;18;41;7;4;1;4;1;38,88888889;72;36;86;99,92
225;16-6-4-25-50-1;dg4.tpf;RS;16;6;4;25;50;1;18;41;7;4;1;4;1;38,88888889;72;36;234;99,92
226;16-6-4-25-50-1;dg5.tpf;SAA;16;6;4;25;50;1;18;44;7;4;1;4;1;55,55555556;100;50;251;4
227;16-6-4-25-50-1;dg5.tpf;HS;16;6;4;25;50;1;18;44;7;4;1;4;1;55,55555556;100;50;156;4
228;16-6-4-25-50-1;dg5.tpf;RS;16;6;4;25;50;1;18;44;7;4;1;4;1;55,55555556;100;50;607;4
229;16-6-4-25-50-1;dg6.tpf;SAA;16;6;4;25;50;1;18;43;6;4;1;5;1;66,66666667;72;36;285;43,41
230;16-6-4-25-50-1;dg6.tpf;HS;16;6;4;25;50;1;18;43;6;4;1;5;1;66,66666667;72;36;283;43,41
231;16-6-4-25-50-1;dg6.tpf;RS;16;6;4;25;50;1;18;43;6;4;1;5;1;66,66666667;72;36;736;43,41
232;16-6-4-25-50-1;dg7.tpf;SAA;16;6;4;25;50;1;18;51;6;4;1;4;1;61,11111111;98;49;260;23,94
233;16-6-4-25-50-1;dg7.tpf;HS;16;6;4;25;50;1;18;51;6;4;1;4;1;61,11111111;98;49;187;23,94
234;16-6-4-25-50-1;dg7.tpf;RS;16;6;4;25;50;1;18;51;6;4;1;4;1;61,11111111;98;49;264;23,94
235;16-6-4-25-50-1;dg8.tpf;SAA;16;6;4;25;50;1;18;49;6;4;1;4;1;50;80;40;236;59,88
236;16-6-4-25-50-1;dg8.tpf;HS;16;6;4;25;50;1;18;49;6;4;1;4;1;50;80;40;154;59,88
237;16-6-4-25-50-1;dg8.tpf;RS;16;6;4;25;50;1;18;49;6;4;1;4;1;50;80;40;635;59,88
238;16-6-4-25-50-1;dg9.tpf;SAA;16;6;4;25;50;1;18;46;7;4;1;5;1;66,66666667;88;44;300;16,61
239;16-6-4-25-50-1;dg9.tpf;HS;16;6;4;25;50;1;18;46;7;4;1;5;1;66,66666667;88;44;238;16,61
240;16-6-4-25-50-1;dg9.tpf;RS;16;6;4;25;50;1;18;46;7;4;1;5;1;66,66666667;88;44;863;16,61
241;16-8-3-25-25-1;dg1.tpf;SAA;16;8;3;25;25;1;18;36;7;4;1;4;1;77,77777778;86;43;320;42,23
242;16-8-3-25-25-1;dg1.tpf;HS;16;8;3;25;25;1;18;36;7;4;1;4;1;77,77777778;86;43;277;42,23
243;16-8-3-25-25-1;dg1.tpf;RS;16;8;3;25;25;1;18;36;7;4;1;4;1;77,77777778;86;43;1603;42,23
244;16-8-3-25-25-1;dg10.tpf;SAA;16;8;3;25;25;1;18;38;7;4;1;4;1;72,22222222;74;37;249;26,78
245;16-8-3-25-25-1;dg10.tpf;HS;16;8;3;25;25;1;18;38;7;4;1;4;1;72,22222222;74;37;184;26,78
246;16-8-3-25-25-1;dg10.tpf;RS;16;8;3;25;25;1;18;38;7;4;1;4;1;72,22222222;74;37;743;26,78
247;16-8-3-25-25-1;dg2.tpf;SAA;16;8;3;25;25;1;18;38;7;5;1;4;1;77,77777778;106;53;229;-0,15
248;16-8-3-25-25-1;dg2.tpf;HS;16;8;3;25;25;1;18;38;7;5;1;4;1;77,77777778;106;53;178;-0,15
249;16-8-3-25-25-1;dg2.tpf;RS;16;8;3;25;25;1;18;38;7;5;1;4;1;77,77777778;106;53;739;-0,15
250;16-8-3-25-25-1;dg3.tpf;SAA;16;8;3;25;25;1;18;38;8;5;1;4;1;72,22222222;88;44;252;17,86
251;16-8-3-25-25-1;dg3.tpf;HS;16;8;3;25;25;1;18;38;8;5;1;4;1;72,22222222;88;44;183;17,86
252;16-8-3-25-25-1;dg3.tpf;RS;16;8;3;25;25;1;18;38;8;5;1;4;1;72,22222222;88;44;411;17,86
253;16-8-3-25-25-1;dg4.tpf;SAA;16;8;3;25;25;1;18;37;7;3;1;3;1;77,77777778;132;66;281;-0,07
254;16-8-3-25-25-1;dg4.tpf;HS;16;8;3;25;25;1;18;37;7;3;1;3;1;77,77777778;132;66;229;-0,07
255;16-8-3-25-25-1;dg4.tpf;RS;16;8;3;25;25;1;18;37;7;3;1;3;1;77,77777778;132;66;1624;-0,07
256;16-8-3-25-25-1;dg5.tpf;SAA;16;8;3;25;25;1;18;39;7;4;1;3;1;72,22222222;102;51;245;5,61
257;16-8-3-25-25-1;dg5.tpf;HS;16;8;3;25;25;1;18;39;7;4;1;3;1;72,22222222;102;51;201;5,61
258;16-8-3-25-25-1;dg5.tpf;RS;16;8;3;25;25;1;18;39;7;4;1;3;1;72,22222222;102;51;640;5,61
259;16-8-3-25-25-1;dg6.tpf;SAA;16;8;3;25;25;1;18;39;6;5;1;5;1;66,66666667;70;35;227;45,87
260;16-8-3-25-25-1;dg6.tpf;HS;16;8;3;25;25;1;18;39;6;5;1;5;1;66,66666667;70;35;190;45,87
261;16-8-3-25-25-1;dg6.tpf;RS;16;8;3;25;25;1;18;39;6;5;1;5;1;66,66666667;70;35;497;45,87
262;16-8-3-25-25-1;dg7.tpf;SAA;16;8;3;25;25;1;18;39;6;5;1;4;1;61,11111111;100;50;194;90,49
263;16-8-3-25-25-1;dg7.tpf;HS;16;8;3;25;25;1;18;39;6;5;1;4;1;61,11111111;100;50;147;90,49
264;16-8-3-25-25-1;dg7.tpf;RS;16;8;3;25;25;1;18;39;6;5;1;4;1;61,11111111;100;50;1031;90,49
265;16-8-3-25-25-1;dg8.tpf;SAA;16;8;3;25;25;1;18;40;7;5;1;5;1;72,22222222;70;35;303;56,13
266;16-8-3-25-25-1;dg8.tpf;HS;16;8;3;25;25;1;18;40;7;5;1;5;1;72,22222222;70;35;226;56,13
267;16-8-3-25-25-1;dg8.tpf;RS;16;8;3;25;25;1;18;40;7;5;1;5;1;72,22222222;70;35;714;56,13
268;16-8-3-25-25-1;dg9.tpf;SAA;16;8;3;25;25;1;18;38;7;3;1;4;1;83,33333333;100;50;396;-0,38
269;16-8-3-25-25-1;dg9.tpf;HS;16;8;3;25;25;1;18;38;7;3;1;4;1;83,33333333;100;50;314;-0,38
270;16-8-3-25-25-1;dg9.tpf;RS;16;8;3;25;25;1;18;38;7;3;1;4;1;83,33333333;100;50;1732;-0,38
271;16-8-3-25-50-1;dg1.tpf;SAA;16;8;3;25;50;1;18;36;7;5;1;3;1;50;118;59;197;3,23
272;16-8-3-25-50-1;dg1.tpf;HS;16;8;3;25;50;1;18;36;7;5;1;3;1;50;118;59;90;3,23
273;16-8-3-25-50-1;dg1.tpf;RS;16;8;3;25;50;1;18;36;7;5;1;3;1;50;118;59;518;3,23
274;16-8-3-25-50-1;dg10.tpf;SAA;16;8;3;25;50;1;18;37;6;4;1;6;1;38,88888889;74;37;119;70,88
275;16-8-3-25-50-1;dg10.tpf;HS;16;8;3;25;50;1;18;37;6;4;1;6;1;38,88888889;74;37;72;70,88
276;16-8-3-25-50-1;dg10.tpf;RS;16;8;3;25;50;1;18;37;6;4;1;6;1;38,88888889;74;37;221;70,88
277;16-8-3-25-50-1;dg2.tpf;SAA;16;8;3;25;50;1;18;40;6;4;1;5;1;44,44444444;76;38;119;66,65
278;16-8-3-25-50-1;dg2.tpf;HS;16;8;3;25;50;1;18;40;6;4;1;5;1;44,44444444;76;38;75;66,65
279;16-8-3-25-50-1;dg2.tpf;RS;16;8;3;25;50;1;18;40;6;4;1;5;1;44,44444444;76;38;132;66,65
280;16-8-3-25-50-1;dg3.tpf;SAA;16;8;3;25;50;1;18;36;8;3;1;4;1;50;104;52;181;31,04
281;16-8-3-25-50-1;dg3.tpf;HS;16;8;3;25;50;1;18;36;8;3;1;4;1;50;104;52;89;31,04
282;16-8-3-25-50-1;dg3.tpf;RS;16;8;3;25;50;1;18;36;8;3;1;4;1;50;104;52;513;31,04
283;16-8-3-25-50-1;dg4.tpf;SAA;16;8;3;25;50;1;18;36;8;3;1;3;1;61,11111111;90;45;324;10,91
284;16-8-3-25-50-1;dg4.tpf;HS;16;8;3;25;50;1;18;36;8;3;1;3;1;61,11111111;90;45;205;10,91
285;16-8-3-25-50-1;dg4.tpf;RS;16;8;3;25;50;1;18;36;8;3;1;3;1;61,11111111;90;45;1473;10,91
286;16-8-3-25-50-1;dg5.tpf;SAA;16;8;3;25;50;1;18;39;5;5;1;5;1;55,55555556;64;32;264;33,93
287;16-8-3-25-50-1;dg5.tpf;HS;16;8;3;25;50;1;18;39;5;5;1;5;1;55,55555556;64;32;188;33,93
288;16-8-3-25-50-1;dg5.tpf;RS;16;8;3;25;50;1;18;39;5;5;1;5;1;55,55555556;64;32;546;33,93
289;16-8-3-25-50-1;dg6.tpf;SAA;16;8;3;25;50;1;18;39;6;4;1;5;1;38,88888889;84;42;121;62,42
290;16-8-3-25-50-1;dg6.tpf;HS;16;8;3;25;50;1;18;39;6;4;1;5;1;38,88888889;84;42;68;62,42
291;16-8-3-25-50-1;dg6.tpf;RS;16;8;3;25;50;1;18;39;6;4;1;5;1;38,88888889;84;42;316;62,42
292;16-8-3-25-50-1;dg7.tpf;SAA;16;8;3;25;50;1;18;39;6;3;1;5;1;44,44444444;90;45;169;104,28
293;16-8-3-25-50-1;dg7.tpf;HS;16;8;3;25;50;1;18;39;6;3;1;5;1;44,44444444;90;45;80;104,28
294;16-8-3-25-50-1;dg7.tpf;RS;16;8;3;25;50;1;18;39;6;3;1;5;1;44,44444444;90;45;553;104,28
295;16-8-3-25-50-1;dg8.tpf;SAA;16;8;3;25;50;1;18;39;6;4;1;3;1;27,77777778;86;43;98;128,48
296;16-8-3-25-50-1;dg8.tpf;HS;16;8;3;25;50;1;18;39;6;4;1;3;1;27,77777778;86;43;52;128,48
297;16-8-3-25-50-1;dg8.tpf;RS;16;8;3;25;50;1;18;39;6;4;1;3;1;27,77777778;86;43;65;128,48
298;16-8-3-25-50-1;dg9.tpf;SAA;16;8;3;25;50;1;18;39;6;4;1;5;1;44,44444444;86;43;112;99,81
299;16-8-3-25-50-1;dg9.tpf;HS;16;8;3;25;50;1;18;39;6;4;1;5;1;44,44444444;86;43;69;99,81
300;16-8-3-25-50-1;dg9.tpf;RS;16;8;3;25;50;1;18;39;6;4;1;5;1;44,44444444;86;43;386;99,81
301;16-8-4-25-25-1;dg1.tpf;SAA;16;8;4;25;25;1;18;42;7;4;1;4;1;55,55555556;116;58;178;43,48
302;16-8-4-25-25-1;dg1.tpf;HS;16;8;4;25;25;1;18;42;7;4;1;4;1;55,55555556;116;58;112;43,48
303;16-8-4-25-25-1;dg1.tpf;RS;16;8;4;25;25;1;18;42;7;4;1;4;1;55,55555556;116;58;224;43,48
304;16-8-4-25-25-1;dg10.tpf;SAA;16;8;4;25;25;1;18;42;8;4;1;4;1;55,55555556;106;53;252;123,71
305;16-8-4-25-25-1;dg10.tpf;HS;16;8;4;25;25;1;18;42;8;4;1;4;1;55,55555556;106;53;154;123,71
306;16-8-4-25-25-1;dg10.tpf;RS;16;8;4;25;25;1;18;42;8;4;1;4;1;55,55555556;106;53;331;123,71
307;16-8-4-25-25-1;dg2.tpf;SAA;16;8;4;25;25;1;18;46;7;4;1;4;1;55,55555556;80;40;305;10,28
308;16-8-4-25-25-1;dg2.tpf;HS;16;8;4;25;25;1;18;46;7;4;1;4;1;55,55555556;80;40;207;10,28
309;16-8-4-25-25-1;dg2.tpf;RS;16;8;4;25;25;1;18;46;7;4;1;4;1;55,55555556;80;40;645;10,28
310;16-8-4-25-25-1;dg3.tpf;SAA;16;8;4;25;25;1;18;46;7;4;1;5;1;61,11111111;96;48;304;12,75
311;16-8-4-25-25-1;dg3.tpf;HS;16;8;4;25;25;1;18;46;7;4;1;5;1;61,11111111;96;48;225;12,75
312;16-8-4-25-25-1;dg3.tpf;RS;16;8;4;25;25;1;18;46;7;4;1;5;1;61,11111111;96;48;355;12,75
313;16-8-4-25-25-1;dg4.tpf;SAA;16;8;4;25;25;1;18;43;8;4;1;4;1;77,77777778;116;58;343;4,09
314;16-8-4-25-25-1;dg4.tpf;HS;16;8;4;25;25;1;18;43;8;4;1;4;1;77,77777778;116;58;297;4,09
315;16-8-4-25-25-1;dg4.tpf;RS;16;8;4;25;25;1;18;43;8;4;1;4;1;77,77777778;116;58;1040;4,09
316;16-8-4-25-25-1;dg5.tpf;SAA;16;8;4;25;25;1;18;46;7;4;1;4;1;72,22222222;116;58;317;96,89
317;16-8-4-25-25-1;dg5.tpf;HS;16;8;4;25;25;1;18;46;7;4;1;4;1;72,22222222;116;58;273;96,89
318;16-8-4-25-25-1;dg5.tpf;RS;16;8;4;25;25;1;18;46;7;4;1;4;1;72,22222222;116;58;1056;96,89
319;16-8-4-25-25-1;dg6.tpf;SAA;16;8;4;25;25;1;18;43;7;4;1;4;1;66,66666667;114;57;202;6,64
320;16-8-4-25-25-1;dg6.tpf;HS;16;8;4;25;25;1;18;43;7;4;1;4;1;66,66666667;114;57;146;6,64
321;16-8-4-25-25-1;dg6.tpf;RS;16;8;4;25;25;1;18;43;7;4;1;4;1;66,66666667;114;57;506;6,64
322;16-8-4-25-25-1;dg7.tpf;SAA;16;8;4;25;25;1;18;40;7;4;1;4;1;83,33333333;114;57;398;-0,22
323;16-8-4-25-25-1;dg7.tpf;HS;16;8;4;25;25;1;18;40;7;4;1;4;1;83,33333333;114;57;350;-0,22
324;16-8-4-25-25-1;dg7.tpf;RS;16;8;4;25;25;1;18;40;7;4;1;4;1;83,33333333;114;57;2050;-0,22
325;16-8-4-25-25-1;dg8.tpf;SAA;16;8;4;25;25;1;18;40;7;6;1;4;1;66,66666667;124;62;216;4,92
326;16-8-4-25-25-1;dg8.tpf;HS;16;8;4;25;25;1;18;40;7;6;1;4;1;66,66666667;124;62;158;4,92
327;16-8-4-25-25-1;dg8.tpf;RS;16;8;4;25;25;1;18;40;7;6;1;4;1;66,66666667;124;62;612;4,92
328;16-8-4-25-25-1;dg9.tpf;SAA;16;8;4;25;25;1;18;44;8;5;1;4;1;72,22222222;98;49;249;-11,01
329;16-8-4-25-25-1;dg9.tpf;HS;16;8;4;25;25;1;18;44;8;5;1;4;1;72,22222222;98;49;170;-11,01
330;16-8-4-25-25-1;dg9.tpf;RS;16;8;4;25;25;1;18;44;8;5;1;4;1;72,22222222;98;49;1318;-11,01
331;16-8-4-25-50-1;dg1.tpf;SAA;16;8;4;25;50;1;18;47;7;4;1;4;1;33,33333333;126;63;135;-23,36
332;16-8-4-25-50-1;dg1.tpf;HS;16;8;4;25;50;1;18;47;7;4;1;4;1;33,33333333;126;63;62;-23,36
333;16-8-4-25-50-1;dg1.tpf;RS;16;8;4;25;50;1;18;47;7;4;1;4;1;33,33333333;126;63;344;-23,36
334;16-8-4-25-50-1;dg10.tpf;SAA;16;8;4;25;50;1;18;44;8;4;1;4;1;44,44444444;98;49;250;52,9
335;16-8-4-25-50-1;dg10.tpf;HS;16;8;4;25;50;1;18;44;8;4;1;4;1;44,44444444;98;49;151;52,9
336;16-8-4-25-50-1;dg10.tpf;RS;16;8;4;25;50;1;18;44;8;4;1;4;1;44,44444444;98;49;279;52,9
337;16-8-4-25-50-1;dg2.tpf;SAA;16;8;4;25;50;1;18;42;7;4;1;4;1;44,44444444;120;60;191;80,52
338;16-8-4-25-50-1;dg2.tpf;HS;16;8;4;25;50;1;18;42;7;4;1;4;1;44,44444444;120;60;76;80,52
339;16-8-4-25-50-1;dg2.tpf;RS;16;8;4;25;50;1;18;42;7;4;1;4;1;44,44444444;120;60;222;80,52
340;16-8-4-25-50-1;dg3.tpf;SAA;16;8;4;25;50;1;18;44;7;4;1;4;1;50;104;52;222;95,03
341;16-8-4-25-50-1;dg3.tpf;HS;16;8;4;25;50;1;18;44;7;4;1;4;1;50;104;52;143;95,03
342;16-8-4-25-50-1;dg3.tpf;RS;16;8;4;25;50;1;18;44;7;4;1;4;1;50;104;52;456;95,03
343;16-8-4-25-50-1;dg4.tpf;SAA;16;8;4;25;50;1;18;45;7;4;1;4;1;55,55555556;106;53;160;74,99
344;16-8-4-25-50-1;dg4.tpf;HS;16;8;4;25;50;1;18;45;7;4;1;4;1;55,55555556;106;53;108;74,99
345;16-8-4-25-50-1;dg4.tpf;RS;16;8;4;25;50;1;18;45;7;4;1;4;1;55,55555556;106;53;595;74,99
346;16-8-4-25-50-1;dg5.tpf;SAA;16;8;4;25;50;1;18;43;7;4;1;4;1;27,77777778;86;43;145;88,24
347;16-8-4-25-50-1;dg5.tpf;HS;16;8;4;25;50;1;18;43;7;4;1;4;1;27,77777778;86;43;69;88,24
348;16-8-4-25-50-1;dg5.tpf;RS;16;8;4;25;50;1;18;43;7;4;1;4;1;27,77777778;86;43;185;88,24
349;16-8-4-25-50-1;dg6.tpf;SAA;16;8;4;25;50;1;18;48;7;4;1;4;1;50;108;54;182;44,65
350;16-8-4-25-50-1;dg6.tpf;HS;16;8;4;25;50;1;18;48;7;4;1;4;1;50;108;54;128;44,65
351;16-8-4-25-50-1;dg6.tpf;RS;16;8;4;25;50;1;18;48;7;4;1;4;1;50;108;54;307;44,65
352;16-8-4-25-50-1;dg7.tpf;SAA;16;8;4;25;50;1;18;46;6;6;1;4;1;66,66666667;108;54;288;-0,15
353;16-8-4-25-50-1;dg7.tpf;HS;16;8;4;25;50;1;18;46;6;6;1;4;1;66,66666667;108;54;214;-0,15
354;16-8-4-25-50-1;dg7.tpf;RS;16;8;4;25;50;1;18;46;6;6;1;4;1;66,66666667;108;54;855;-0,15
355;16-8-4-25-50-1;dg8.tpf;SAA;16;8;4;25;50;1;18;44;8;4;1;4;1;44,44444444;116;58;189;18,3
356;16-8-4-25-50-1;dg8.tpf;HS;16;8;4;25;50;1;18;44;8;4;1;4;1;44,44444444;116;58;126;18,3
357;16-8-4-25-50-1;dg8.tpf;RS;16;8;4;25;50;1;18;44;8;4;1;4;1;44,44444444;116;58;417;18,3
358;16-8-4-25-50-1;dg9.tpf;SAA;16;8;4;25;50;1;18;44;7;4;1;4;1;33,33333333;130;65;120;85,88
359;16-8-4-25-50-1;dg9.tpf;HS;16;8;4;25;50;1;18;44;7;4;1;4;1;33,33333333;130;65;47;85,88
360;16-8-4-25-50-1;dg9.tpf;RS;16;8;4;25;50;1;18;44;7;4;1;4;1;33,33333333;130;65;202;85,88
361;64-4-3-25-25-1;dg1.tpf;SAA;64;4;3;25;25;1;66;151;7;22;1;23;1;75,75757576;74;37;2916;100,66
362;64-4-3-25-25-1;dg1.tpf;HS;64;4;3;25;25;1;66;151;7;22;1;23;1;75,75757576;74;37;2623;100,66
363;64-4-3-25-25-1;dg1.tpf;RS;64;4;3;25;25;1;66;151;7;22;1;23;1;75,75757576;74;37;5130;100,66
364;64-4-3-25-25-1;dg10.tpf;SAA;64;4;3;25;25;1;66;153;7;22;1;20;1;71,21212121;72;36;2382;190,02
365;64-4-3-25-25-1;dg10.tpf;HS;64;4;3;25;25;1;66;153;7;22;1;20;1;71,21212121;72;36;2130;190,02
366;64-4-3-25-25-1;dg10.tpf;RS;64;4;3;25;25;1;66;153;7;22;1;20;1;71,21212121;72;36;11039;190,02
367;64-4-3-25-25-1;dg2.tpf;SAA;64;4;3;25;25;1;66;157;7;19;1;21;1;72,72727273;76;38;4816;46,84
368;64-4-3-25-25-1;dg2.tpf;HS;64;4;3;25;25;1;66;157;7;19;1;21;1;72,72727273;76;38;4119;46,84
